,MisconceptionName,LLM_Response,MisconceptionId
4172,Mixes up sides of a ratio,"Question Text: For every \( 3 \) green squares there is \( 1 \) red square.
How many squares should be coloured green in the grid on the right? \begin{tabular}{|c|c|c|}
\hline \(\;\) & \(\;\) & \(\;\) \\
\hline \(\;\) & \(\;\) & \(\;\) \\
\hline \(\;\) & \(\;\) & \(\;\) \\
\hline \(\;\) & \(\;\) & \(\;\) \\
\hline
\end{tabular} 
Correct Answer Text: \( 9 \) 
Wrong Answer Text: \( 3 \)",105
4173,"When reading decimals on a number line, assumes each dash is 0.1","Question Text: ![A number line from 0 to 1 split into 5 parts with a red arrow pointing to the marker for the value 0.4]() What number is the arrow pointing to? 
Correct Answer Text: \( 0.4 \) 
Wrong Answer Text: \( 0.2 \)",671
4174,"When reading integers on a number line, assumes each dash is 1","Question Text: ![A number line from 0 to 1 split into 5 parts with a red arrow pointing to the marker for the value 0.4]() What number is the arrow pointing to? 
Correct Answer Text: \( 0.4 \) 
Wrong Answer Text: \( 2 \)",2053
4175,"Confuses adding 3 with cubing, in algebra","Question Text: Simplify, if possible:
\[
e+e+e
\] 
Correct Answer Text: \( 3 e \) 
Wrong Answer Text: \( e^{3} \)",954
4176,Writes the variable before the coefficient in an algebraic term,"Question Text: Simplify, if possible:
\[
e+e+e
\] 
Correct Answer Text: \( 3 e \) 
Wrong Answer Text: e3",267
4177,Does not understand when like terms can be collected,"Question Text: Simplify, if possible:
\[
e+e+e
\] 
Correct Answer Text: \( 3 e \) 
Wrong Answer Text: Does not simplify",436
4178,Thinks only labelled dimensions need to be included when calculating the perimeter,"Question Text: What is the perimeter of this rectangle? ![A rectangle. The length of a short side is labelled x, and the length of a long side is labelled y.]() 
Correct Answer Text: \( 2 x+2 y \) 
Wrong Answer Text: \( x+y \)",1357
4179,Calculates area when asked for perimeter,"Question Text: What is the perimeter of this rectangle? ![A rectangle. The length of a short side is labelled x, and the length of a long side is labelled y.]() 
Correct Answer Text: \( 2 x+2 y \) 
Wrong Answer Text: \( x y \)",1668
4180,Thinks positive or negative sign affects the term before it,"Question Text: What is the value of:

\[
485+78-9
\] 
Correct Answer Text: \( 554 \) 
Wrong Answer Text: \( 398 \)",2135
4181,"When two digits sum to 10 or more during an addition problem, does not add one to the preceding digit","Question Text: What is the value of:

\[
485+78-9
\] 
Correct Answer Text: \( 554 \) 
Wrong Answer Text: \( 444 \)",1383
4182,Does not understand that a remainder can be written as a fraction,"Question Text: John has been asked to work out the answer to:
\[
231 \div 4
\]
He gets the answer \( 57 \) remainder \( 3 \)
What is the exact value of that remainder? 
Correct Answer Text: \( 0.75 \) 
Wrong Answer Text: \( 3 \)",986
4183,Does not understand remainders in division,"Question Text: John has been asked to work out the answer to:
\[
231 \div 4
\]
He gets the answer \( 57 \) remainder \( 3 \)
What is the exact value of that remainder? 
Correct Answer Text: \( 0.75 \) 
Wrong Answer Text: \( 0.34 \)",1046
4184,Writes the remainder as the digit after the decimal point,"Question Text: John has been asked to work out the answer to:
\[
231 \div 4
\]
He gets the answer \( 57 \) remainder \( 3 \)
What is the exact value of that remainder? 
Correct Answer Text: \( 0.75 \) 
Wrong Answer Text: \( 0.3 \)",1447
4185,"When factorising a quadratic without a non variable term, tries to double bracket factorise","Question Text: Jo and Paul are arguing about factorising.

Jo says \( p^{2}+16 p \equiv(p+4)(p+4) \)

Paul says \( p^{2}+16 p \equiv p(p+4) \)

Who is correct? 
Correct Answer Text: Neither is correct 
Wrong Answer Text: Only Jo",838
4186,Mixes up greater than and less than symbols,"Question Text: Tom and Katie are arguing about the solution to this inequality:
\[
15 \geq 4 m
\]

Tom says \( m \) could be \( 4 \)

Katie says \( m \) could be \( 3.75 \)

Who is correct? 
Correct Answer Text: Only Katie 
Wrong Answer Text: Only Tom",1880
4187,"When using inequality notation, thinks ""greater than/less than or equal to"" symbols are instead the ""greater than/less than"" symbols and vice versa","Question Text: Tom and Katie are arguing about the solution to this inequality:
\[
15 \geq 4 m
\]

Tom says \( m \) could be \( 4 \)

Katie says \( m \) could be \( 3.75 \)

Who is correct? 
Correct Answer Text: Only Katie 
Wrong Answer Text: Neither is correct",1660
4188,Uses an incorrect side length when splitting a composite shape into parts,"Question Text: What is the area of the shaded section of this composite shape made from rectangles? ![A compound shape making a T shape where there is a rectangle across the top and a rectangle attached below this, slightly to the left of the centre. The full width across the top is 32m, the partial width on the left is 10m, the partial width on the right is 11m. The full height on the right is 25m, the partial height on the lower block is 14m. The shaded section is the top rectangle across the full width.]() 
Correct Answer Text: \( 352 \mathrm{~m}^{2} \) 
Wrong Answer Text: \( 320 \mathrm{~m}^{2} \)",1148
4189,Uses an incorrect side length when splitting a composite shape into parts,"Question Text: What is the area of the shaded section of this composite shape made from rectangles? ![A compound shape making a T shape where there is a rectangle across the top and a rectangle attached below this, slightly to the left of the centre. The full width across the top is 32m, the partial width on the left is 10m, the partial width on the right is 11m. The full height on the right is 25m, the partial height on the lower block is 14m. The shaded section is the top rectangle across the full width.]() 
Correct Answer Text: \( 352 \mathrm{~m}^{2} \) 
Wrong Answer Text: \( 288 \mathrm{~m}^{2} \)",1148
4190,Does not know what a cube number is,"Question Text: Which of the following numbers is a cube number? 
Correct Answer Text: None of these numbers are cube numbers 
Wrong Answer Text: \( 3 \)",2583
4191,Does not know what a cube number is,"Question Text: Which of the following numbers is a cube number? 
Correct Answer Text: None of these numbers are cube numbers 
Wrong Answer Text: \( 6 \)",2583
4192,Mixes up square numbers and cube numbers,"Question Text: Which of the following numbers is a cube number? 
Correct Answer Text: None of these numbers are cube numbers 
Wrong Answer Text: \( 9 \)",2576
4193,Lines up the digits incorrectly when doing a subtraction involving two numbers with a different amount of digits,"Question Text: How should you line up the digits to calculate \( 3152-809 \) ? 
Correct Answer Text: \( \begin{array}{r}\space3152 \\ -\space809\end{array} \) 
Wrong Answer Text: \( \begin{array}{r}\quad\space3152 \\ -809\end{array} \)",2203
4194,Does not understand the value of zeros as placeholders,"Question Text: How should you line up the digits to calculate \( 3152-809 \) ? 
Correct Answer Text: \( \begin{array}{r}\space3152 \\ -\space809\end{array} \) 
Wrong Answer Text: \( \begin{array}{r}\quad\quad3152 \\ -89\end{array} \)",539
4195,Does not understand the value of zeros as placeholders,"Question Text: How should you line up the digits to calculate \( 3152-809 \) ? 
Correct Answer Text: \( \begin{array}{r}\space3152 \\ -\space809\end{array} \) 
Wrong Answer Text: \( \begin{array}{r}3152 \\ -\space 89\end{array} \)",539
4196,Does not know the 9 timestable,"Question Text: A common factor of \( 6 \) and \( 9 \) is... 
Correct Answer Text: \( 3 \) 
Wrong Answer Text: \( 6 \)",1702
4197,Does not know the 6 timestable,"Question Text: A common factor of \( 6 \) and \( 9 \) is... 
Correct Answer Text: \( 3 \) 
Wrong Answer Text: \( 9 \)",2150
4198,Confuses factors and multiples,"Question Text: A common factor of \( 6 \) and \( 9 \) is... 
Correct Answer Text: \( 3 \) 
Wrong Answer Text: \( 18 \)",710
4199,"Thinks tables of values are symmetrical about (0,0)","Question Text: \begin{tabular}{llll|l|l}
\( x \) & \( -1 \) & \( 0 \) & \( 1 \) & \( 2 \) & \( 3 \) \\
\hline\( y \) & \( \bigstar \) &  &  \( 3 \)  
\end{tabular} This is a table of values for \( y=x^{2}-x+3 \) What should replace the star? 
Correct Answer Text: \( 5 \) 
Wrong Answer Text: \( -3 \)",1308
4200,Does not realise that subtracting a negative is the same as adding it's additive inverse,"Question Text: \begin{tabular}{llll|l|l}
\( x \) & \( -1 \) & \( 0 \) & \( 1 \) & \( 2 \) & \( 3 \) \\
\hline\( y \) & \( \bigstar \) &  &  \( 3 \)  
\end{tabular} This is a table of values for \( y=x^{2}-x+3 \) What should replace the star? 
Correct Answer Text: \( 5 \) 
Wrong Answer Text: \( 3 \)",1805
4201,Thinks 1 squared is 2,"Question Text: \begin{tabular}{llll|l|l}
\( x \) & \( -1 \) & \( 0 \) & \( 1 \) & \( 2 \) & \( 3 \) \\
\hline\( y \) & \( \bigstar \) &  &  \( 3 \)  
\end{tabular} This is a table of values for \( y=x^{2}-x+3 \) What should replace the star? 
Correct Answer Text: \( 5 \) 
Wrong Answer Text: \( 6 \)",902
4202,Rounds to the wrong degree of accuracy (rounds too much),"Question Text: What is \( \mathbf{8 6 9 8 . 9} \) rounded to the nearest ten? 
Correct Answer Text: \( 8700 \) 
Wrong Answer Text: \( 8699 \)",2392
4203,Rounds down instead of up,"Question Text: What is \( \mathbf{8 6 9 8 . 9} \) rounded to the nearest ten? 
Correct Answer Text: \( 8700 \) 
Wrong Answer Text: \( 8690 \)",1379
4204,Rounds to the wrong degree of accuracy (rounds too little),"Question Text: What is \( \mathbf{8 6 9 8 . 9} \) rounded to the nearest ten? 
Correct Answer Text: \( 8700 \) 
Wrong Answer Text: \( 9000 \)",1248
4205,Student thinks that any two angles along a straight line are equal,"Question Text: What is the relationship between these two angles? ![Angles around a point made up of two angles: a green one and a pink one]() 
Correct Answer Text: They add together to make
\[
180^{\circ}
\] 
Wrong Answer Text: They are equal",8
4206,Does not know the meaning of the word parallel,"Question Text: What is the relationship between these two angles? ![Angles around a point made up of two angles: a green one and a pink one]() 
Correct Answer Text: They add together to make
\[
180^{\circ}
\] 
Wrong Answer Text: They are parallel",114
4207,Believes angles on a straight line add to 360 degrees,"Question Text: What is the relationship between these two angles? ![Angles around a point made up of two angles: a green one and a pink one]() 
Correct Answer Text: They add together to make
\[
180^{\circ}
\] 
Wrong Answer Text: They add together to make
\[
360^{\circ}
\]",2362
4208,"When solving an equation, uses the same operation rather than the inverse.","Question Text: Solve the equation:
\(
10=\frac{5}{p}
\) 
Correct Answer Text: \( p=0.5 \) 
Wrong Answer Text: \( p=50 \)",1214
4209,Assumes the denominator is divided by the numerator,"Question Text: Solve the equation:
\(
10=\frac{5}{p}
\) 
Correct Answer Text: \( p=0.5 \) 
Wrong Answer Text: \( p=2 \)",623
4210,Does not know how to solve linear equations involving fractions,"Question Text: Solve the equation:
\(
10=\frac{5}{p}
\) 
Correct Answer Text: \( p=0.5 \) 
Wrong Answer Text: There are no solutions",1130
4211,Does not recognise that a linear sequence must increase or decrease by same amount,"Question Text: Tom and Katie are discussing linear sequences.

Tom says this is a linear sequence: \( 1,2,4,7,11, \ldots \) 

Katie says this is a linear sequence: \( 1.2,1.4,1.6,1.8,2, \ldots \) 

Who is correct?
 
Correct Answer Text: Only Katie 
Wrong Answer Text: Only Tom",1198
4212,Does not recognise that a linear sequence must increase or decrease by same amount,"Question Text: Tom and Katie are discussing linear sequences.

Tom says this is a linear sequence: \( 1,2,4,7,11, \ldots \) 

Katie says this is a linear sequence: \( 1.2,1.4,1.6,1.8,2, \ldots \) 

Who is correct?
 
Correct Answer Text: Only Katie 
Wrong Answer Text: Both Tom and Katie",1198
4213,Does not recognise that a linear sequence must increase or decrease by same amount,"Question Text: Tom and Katie are discussing linear sequences.

Tom says this is a linear sequence: \( 1,2,4,7,11, \ldots \) 

Katie says this is a linear sequence: \( 1.2,1.4,1.6,1.8,2, \ldots \) 

Who is correct?
 
Correct Answer Text: Only Katie 
Wrong Answer Text: Neither is correct",1198
4214,Believes they can round when converting units,"Question Text: \( 27 \mathrm{~cm}=\square \mathrm{m} \) 
Correct Answer Text: \( 0.27 \) 
Wrong Answer Text: \( 0.3 \)",1151
4215,Multiplies when converting to a larger unit,"Question Text: \( 27 \mathrm{~cm}=\square \mathrm{m} \) 
Correct Answer Text: \( 0.27 \) 
Wrong Answer Text: \( 2700 \)",1651
4216,Thinks there are 10cm in a metre,"Question Text: \( 27 \mathrm{~cm}=\square \mathrm{m} \) 
Correct Answer Text: \( 0.27 \) 
Wrong Answer Text: \( 2.7 \)",704
4217,"When multiplying decimals, divides by the wrong power of 10 when reinserting the decimal","Question Text: What should replace the star? \( 0.03 \times \bigstar=0.00009 \) 
Correct Answer Text: \( 0.003 \) 
Wrong Answer Text: \( 0.03 \)",2481
4218,"When multiplying decimals, divides by the wrong power of 10 when reinserting the decimal","Question Text: What should replace the star? \( 0.03 \times \bigstar=0.00009 \) 
Correct Answer Text: \( 0.003 \) 
Wrong Answer Text: \( 0.3 \)",2481
